User_Id,Place_Id,Place_Ratings,Place_Name,Category,City
2,208,5,De Wisdom Garut,Taman Hiburan,Garut
2,437,4,Ryzzy Azzahra Waterpark,Taman Hiburan,Sukabumi
2,208,3,De Wisdom Garut,Taman Hiburan,Garut
2,281,2,Taman Kota Kuningan,Taman Hiburan,Kuningan
2,167,2,Wisata Alam Pinus Batu Cakra,Cagar Alam,Ciamis
2,384,5,Alun-alun Purwakarta,Taman Hiburan,Purwakarta
2,426,4,Curug Cimarinjung,Cagar Alam,Sukabumi
2,390,2,Tebing Parang,Cagar Alam,Purwakarta
2,367,2,Bojongsalawe Beach,Cagar Alam,Pangandaran
2,166,2,Curug Tujuh Cibolang,Cagar Alam,Ciamis
2,18,5,Bukit Moko,Cagar Alam,Bandung
2,321,3,SITU JANAWI DESA PAYUNG,Cagar Alam,Majalengka
2,262,3,Taman Kota,Taman Hiburan,Karawang
3,223,5,Pesona Leuweung Oko (Oko D'great),Taman Hiburan,Garut
3,17,5,The Great Asia Africa,Taman Hiburan,Bandung
3,319,5,Sempong Waterfall,Cagar Alam,Majalengka
3,310,3,Curug Situhyang,Cagar Alam,Majalengka
3,421,3,Tugu Kusukabumiku,Budaya,Sukabumi
3,202,5,Batu Tumpang,Cagar Alam,Garut
3,48,2,Taman Vanda,Taman Hiburan,Bandung
3,283,3,Sukageuri view,Taman Hiburan,Kuningan
3,202,3,Batu Tumpang,Cagar Alam,Garut
3,250,2,Curug Bandung,Cagar Alam,Karawang
3,118,2,Curug Dago,Cagar Alam,Bandung
3,54,2,Masjid Daarut Tauhiid Bandung,Tempat Ibadah,Bandung
3,70,3,Sendang Geulis Kahuripan,Cagar Alam,Bandung
3,33,4,Kampoeng Tulip,Taman Hiburan,Bandung
3,227,2,Awit Sinar Alam Darajat Garut,Taman Hiburan,Garut
3,86,4,Situ Patenggang,Cagar Alam,Bandung
3,105,5,Bukit Senyum,Cagar Alam,Bandung
3,249,3,Kampung Budaya,Budaya,Karawang
3,131,4,Taman Buaya Indonesia Jaya,Taman Hiburan,Bekasi
3,382,2,Taman Air Mancur Sri Baduga,Taman Hiburan,Purwakarta
3,193,2,Alun Alun Kejaksan Cirebon,Taman Hiburan,Cirebon
3,176,2,Cirata Jangari,Cagar Alam,Cianjur
3,104,3,Geger Bintang Matahari Gunung Putri,Cagar Alam,Bandung
3,24,4,Lembang Park & Zoo,Cagar Alam,Bandung
3,128,5,Lake Deltamas,Taman Hiburan,Bekasi
3,134,3,Taman Limo Jatiwangi Cikarang Barat,Taman Hiburan,Bekasi
3,228,3,Antapura De Djati,Taman Hiburan,Garut
3,237,3,Monumen Bumi Patra,Taman Hiburan,Indramayu
3,100,4,Stone Garden Citatah,Cagar Alam,Bandung
3,198,5,Puncak Guha,Cagar Alam,Garut
4,50,2,Curug Bugbrug,Cagar Alam,Bandung
4,376,2,Ujung Aspal - Pasirmuncang,Taman Hiburan,Purwakarta
4,268,4,Lembah Cilengkrang,Cagar Alam,Kuningan
4,242,4,Taman Cimanuk,Taman Hiburan,Indramayu
4,82,3,Taman Hutan Raya Ir. H. Juanda,Cagar Alam,Bandung
4,348,5,Pantai Timur Pangandaran,Cagar Alam,Pangandaran
4,409,3,Pemandian Air Panas Ciater,Cagar Alam,Subang
4,88,3,Pemandian Air Panas Cimanggu,Cagar Alam,Bandung
4,4,4,Taman Hutan Raya Ir. H. Djuanda,Cagar Alam,Bandung
4,377,3,Jatiluhur Water World,Taman Hiburan,Purwakarta
4,43,5,Museum Mandala Wangsit Siliwangi,Budaya,Bandung
4,15,4,Alun-Alun Kota Bandung,Taman Hiburan,Bandung
4,91,3,Kebun Tanaman Obat Sari Alam,Cagar Alam,Bandung
4,193,5,Alun Alun Kejaksan Cirebon,Taman Hiburan,Cirebon
4,312,3,Patilasan Prabu Siliwangi(Tapakan),Budaya,Majalengka
4,44,2,Caringin Tilu,Cagar Alam,Bandung
4,14,5,Kawasan Punclut,Taman Hiburan,Bandung
4,406,3,Tangkuban Perahu,Cagar Alam,Subang
4,383,2,Kampung Kahuripan Cirangkong,Taman Hiburan,Purwakarta
4,229,2,Candi Cangkuang,Cagar Alam,Garut
4,290,3,Objek Wisata Palutungan,Taman Hiburan,Kuningan
4,5,5,Farm House Susu Lembang,Taman Hiburan,Bandung
4,294,5,TELAGA NILAM,Cagar Alam,Kuningan
4,309,5,Taman Raharja,Taman Hiburan,Majalengka
4,74,2,Situ Cileunca,Cagar Alam,Bandung
4,97,2,Kyotoku Floating Market,Budaya,Bandung
5,421,4,Tugu Kusukabumiku,Budaya,Sukabumi
5,138,2,Situ Rawa Gede Kota Bekasi,Cagar Alam,Bekasi
5,436,5,Seoul little,Budaya,Sukabumi
5,395,2,Waduk Jatiluhur,Cagar Alam,Purwakarta
5,300,4,Tugu Ciporang Maleber,Taman Hiburan,Kuningan
5,321,3,SITU JANAWI DESA PAYUNG,Cagar Alam,Majalengka
5,68,5,Mountain View Golf Club,Cagar Alam,Bandung
5,55,5,Masjid Agung Trans Studio Bandung,Tempat Ibadah,Bandung
5,434,4,Ale's Place Cipoho | Makanan Jepang Halal di Kota Sukabumi,Budaya,Sukabumi
5,9,5,Museum Geologi Bandung,Budaya,Bandung
5,166,3,Curug Tujuh Cibolang,Cagar Alam,Ciamis
5,151,5,Cibodas Botanical Garden,Taman Hiburan,Bogor
5,4,3,Taman Hutan Raya Ir. H. Djuanda,Cagar Alam,Bandung
5,61,3,Puspa Iptek Sundial,Taman Hiburan,Bandung
5,159,2,Wisata Alam Cireong Park,Cagar Alam,Ciamis
5,397,5,Kebun Teh Ciater - Subang,Cagar Alam,Subang
5,391,2,Bale Panyawangan Diorama Nusantara,Taman Hiburan,Purwakarta
5,407,3,Gunung Putri Lembang,Cagar Alam,Subang
5,301,2,Kebun Raya Kuningan,Cagar Alam,Kuningan
5,143,4,Taman Kota Bekasi,Taman Hiburan,Bekasi
5,27,2,Curug Dago,Cagar Alam,Bandung
5,283,4,Sukageuri view,Taman Hiburan,Kuningan
5,190,2,Bukit Gronggong,Cagar Alam,Cirebon
5,346,4,Bukit Kanaga,Cagar Alam,Majalengka
5,67,4,Museum Nike Ardilla,Budaya,Bandung
5,381,3,Wisata waduk Parang Gombong,Cagar Alam,Purwakarta
5,368,3,Pantai Bukit Batu Hiu,Cagar Alam,Pangandaran
5,433,4,BANDROS ATA,Budaya,Sukabumi
5,420,3,Alun-Alun Kota Sukabumi,Taman Hiburan,Sukabumi
5,335,3,Pasir OleOle,Cagar Alam,Majalengka
5,115,3,Curug Jompong,Cagar Alam,Bandung
6,433,4,BANDROS ATA,Budaya,Sukabumi
6,334,2,Pasanggrahan Prabu Siliwangi,Taman Hiburan,Majalengka
6,348,2,Pantai Timur Pangandaran,Cagar Alam,Pangandaran
6,219,2,Wisata GUNUNG WAYANG,Cagar Alam,Garut
6,178,3,Telaga Biru,Cagar Alam,Cianjur
6,266,3,Telaga Biru Cicerem,Cagar Alam,Kuningan
6,92,2,Saung Angklung Mang Udjo,Budaya,Bandung
6,64,5,Curug Anom,Cagar Alam,Bandung
6,102,4,Bukit Senyum,Cagar Alam,Bandung
6,166,5,Curug Tujuh Cibolang,Cagar Alam,Ciamis
6,257,2,Situ Cibayat,Cagar Alam,Karawang
6,243,5,Pantai Panjiwa,Cagar Alam,Indramayu
6,346,5,Bukit Kanaga,Cagar Alam,Majalengka
6,116,5,Taman Kupu-kupu,Taman Hiburan,Bandung
6,359,2,WISATA GREEN CANON / CUKANG TANEUH PANGANDARAN,Cagar Alam,Pangandaran
6,121,4,Wana Wisata Jayagiri,Cagar Alam,Bandung
6,385,4,Kampung Madang Travel,Budaya,Purwakarta
6,398,5,Gunung Tangkuban Parahu,Cagar Alam,Subang
6,88,5,Pemandian Air Panas Cimanggu,Cagar Alam,Bandung
6,119,2,Bird Pavilion at Pramestha,Taman Hiburan,Bandung
6,393,2,Situ Cigangsa,Cagar Alam,Purwakarta
6,4,4,Taman Hutan Raya Ir. H. Djuanda,Cagar Alam,Bandung
6,298,3,Taman Alun Alun Cilimus,Taman Hiburan,Kuningan
6,410,2,Wisata Mata Air Cimincul,Cagar Alam,Subang
6,224,5,Kawah Talaga Bodas Garut,Cagar Alam,Garut
6,379,4,Sasak Panyawangan,Cagar Alam,Purwakarta
6,382,2,Taman Air Mancur Sri Baduga,Taman Hiburan,Purwakarta
7,255,5,Wisata Alam Kaliwungu,Taman Hiburan,Karawang
7,269,3,Batu Luhur,Cagar Alam,Kuningan
7,213,3,Pemandian Air Panas Ciengang,Cagar Alam,Garut
7,228,3,Antapura De Djati,Taman Hiburan,Garut
7,126,5,Saung Ranggon,Budaya,Bekasi
7,192,5,Sunyaragi Cave Park,Taman Hiburan,Cirebon
7,376,4,Ujung Aspal - Pasirmuncang,Taman Hiburan,Purwakarta
7,183,5,Puncak Pinus Tourist Area Cikalong-Jonggol,Cagar Alam,Cianjur
7,129,4,Danau Alamanda Regency,Cagar Alam,Bekasi
7,303,4,Terasering Panyaweuyan,Cagar Alam,Majalengka
7,296,3,Goa Maria Fatimah Sawer Rahmat,Cagar Alam,Kuningan
7,237,5,Monumen Bumi Patra,Taman Hiburan,Indramayu
7,99,4,Kota Mini,Taman Hiburan,Bandung
7,88,4,Pemandian Air Panas Cimanggu,Cagar Alam,Bandung
7,148,3,Curug Cikuluwung,Cagar Alam,Bogor
7,13,2,Orchid Forest Cikole,Taman Hiburan,Bandung
7,377,5,Jatiluhur Water World,Taman Hiburan,Purwakarta
7,183,4,Puncak Pinus Tourist Area Cikalong-Jonggol,Cagar Alam,Cianjur
7,247,4,Kampung Turis Karawang,Taman Hiburan,Karawang
7,31,3,Pesona Nirwana Waterpark & Cottages,Taman Hiburan,Bandung
7,298,4,Taman Alun Alun Cilimus,Taman Hiburan,Kuningan
7,290,4,Objek Wisata Palutungan,Taman Hiburan,Kuningan
7,385,5,Kampung Madang Travel,Budaya,Purwakarta
7,77,5,Perkebunan Teh Malabar,Cagar Alam,Bandung
7,107,2,Curug Bugbrug,Cagar Alam,Bandung
7,77,3,Perkebunan Teh Malabar,Cagar Alam,Bandung
8,158,5,Goa Agung Garunggang,Cagar Alam,Bogor
8,301,3,Kebun Raya Kuningan,Cagar Alam,Kuningan
8,290,2,Objek Wisata Palutungan,Taman Hiburan,Kuningan
8,322,5,Hutan Pinus Batu Nyongclo,Cagar Alam,Majalengka
8,306,4,Lembah Panyaweuyan,Cagar Alam,Majalengka
8,98,5,Rainbow Garden,Cagar Alam,Bandung
8,235,4,Taman Cimanuk,Taman Hiburan,Indramayu
8,45,2,Panama Park 825,Taman Hiburan,Bandung
8,173,3,Taman Prawatasari,Taman Hiburan,Cianjur
8,306,2,Lembah Panyaweuyan,Cagar Alam,Majalengka
8,393,5,Situ Cigangsa,Cagar Alam,Purwakarta
8,395,5,Waduk Jatiluhur,Cagar Alam,Purwakarta
8,89,3,Glamping Lakeside Rancabali,Taman Hiburan,Bandung
8,433,4,BANDROS ATA,Budaya,Sukabumi
8,143,5,Taman Kota Bekasi,Taman Hiburan,Bekasi
8,275,3,Situ Wulukut,Cagar Alam,Kuningan
8,25,5,Taman Lalu Lintas Ade Irma Suryani Nasution,Taman Hiburan,Bandung
8,98,2,Rainbow Garden,Cagar Alam,Bandung
8,130,3,Wisata Adventure Kawung Tilu,Taman Hiburan,Bekasi
8,223,5,Pesona Leuweung Oko (Oko D'great),Taman Hiburan,Garut
8,368,2,Pantai Bukit Batu Hiu,Cagar Alam,Pangandaran
8,164,5,Kampung Adat Kuta,Budaya,Ciamis
8,267,4,Wisata Bukit Panembongan,Cagar Alam,Kuningan
8,202,3,Batu Tumpang,Cagar Alam,Garut
8,56,2,Tektona Waterpark,Taman Hiburan,Bandung
8,30,3,NuArt Sculpture Park,Taman Hiburan,Bandung
8,238,3,WISATA PANTAI TAMBAK INDAH,Cagar Alam,Indramayu
8,294,4,TELAGA NILAM,Cagar Alam,Kuningan
9,402,3,the Ranch Ciater Subang,Cagar Alam,Subang
9,196,4,Wisata Kura-Kura Belawa,Taman Hiburan,Cirebon
9,406,4,Tangkuban Perahu,Cagar Alam,Subang
9,55,4,Masjid Agung Trans Studio Bandung,Tempat Ibadah,Bandung
9,30,3,NuArt Sculpture Park,Taman Hiburan,Bandung
9,246,5,Green Canyon Karawang/Jonggol,Cagar Alam,Karawang
9,30,2,NuArt Sculpture Park,Taman Hiburan,Bandung
9,310,4,Curug Situhyang,Cagar Alam,Majalengka
9,417,4,Ciater Highland Resort,Taman Hiburan,Subang
9,304,4,Puncak Sawiyah,Cagar Alam,Majalengka
9,206,3,De Wisdom Garut,Taman Hiburan,Garut
9,211,3,Situ Bagendit,Cagar Alam,Garut
9,28,5,Jendela Alam,Taman Hiburan,Bandung
9,264,3,Pantai Pelangi,Cagar Alam,Karawang
9,242,3,Taman Cimanuk,Taman Hiburan,Indramayu
9,403,3,Curug Ciangin,Cagar Alam,Subang
9,253,4,Taman Wisata Cibonteng,Taman Hiburan,Karawang
9,265,4,Objek Wisata Cibulan,Cagar Alam,Kuningan
9,331,4,Cadas Gantung,Cagar Alam,Majalengka
9,188,4,Wisata Situs Gunung Padang,Cagar Alam,Cianjur
9,54,3,Masjid Daarut Tauhiid Bandung,Tempat Ibadah,Bandung
9,420,5,Alun-Alun Kota Sukabumi,Taman Hiburan,Sukabumi
9,416,4,Astro Highlands Ciater,Taman Hiburan,Subang
9,378,5,Curug Tilu,Cagar Alam,Purwakarta
9,233,4,Agroeduwisata situbolang,Taman Hiburan,Indramayu
9,95,5,Bukit Gantole Cililin,Cagar Alam,Bandung
9,105,2,Bukit Senyum,Cagar Alam,Bandung
9,233,5,Agroeduwisata situbolang,Taman Hiburan,Indramayu
9,204,2,Coral Coast Paranje,Cagar Alam,Garut
9,225,5,Pantai Karang Papak,Cagar Alam,Garut
9,341,5,Curug Cipeuteuy,Cagar Alam,Majalengka
10,145,3,Taman Safari Indonesia Bogor,Taman Hiburan,Bogor
10,36,4,Museum Barli,Budaya,Bandung
10,168,5,Kampung Adat Kuta,Budaya,Ciamis
10,12,2,Dago Dreampark,Taman Hiburan,Bandung
10,134,5,Taman Limo Jatiwangi Cikarang Barat,Taman Hiburan,Bekasi
10,280,4,Air Terjun Curug Payung Palutungan,Cagar Alam,Kuningan
10,236,4,Wisata Blendung Indah,Cagar Alam,Indramayu
10,95,5,Bukit Gantole Cililin,Cagar Alam,Bandung
10,344,3,Situ Sanghyang Shrine,Cagar Alam,Majalengka
10,18,5,Bukit Moko,Cagar Alam,Bandung
10,42,3,Gereja Katedral Santo Petrus Bandung,Tempat Ibadah,Bandung
10,90,5,Bukit Jamur,Cagar Alam,Bandung
10,280,5,Air Terjun Curug Payung Palutungan,Cagar Alam,Kuningan
10,75,4,Sunrise Point Cukul,Cagar Alam,Bandung
10,63,5,Curug Aseupan,Cagar Alam,Bandung
10,205,5,Pantai Karang Papak,Cagar Alam,Garut
10,268,3,Lembah Cilengkrang,Cagar Alam,Kuningan
10,234,3,Taman Tjimanoek Indramayu,Taman Hiburan,Indramayu
10,284,3,Bukit Lambosir,Cagar Alam,Kuningan
10,405,3,D'Castello,Taman Hiburan,Subang
10,230,4,Coral Coast Paranje,Cagar Alam,Garut
10,197,3,Kampung Sabin,Taman Hiburan,Cirebon
10,339,3,Loket Masuk Paralayang,Cagar Alam,Majalengka
10,159,2,Wisata Alam Cireong Park,Cagar Alam,Ciamis
10,77,2,Perkebunan Teh Malabar,Cagar Alam,Bandung
10,23,2,Gunung Manglayang,Cagar Alam,Bandung
10,67,5,Museum Nike Ardilla,Budaya,Bandung
10,35,4,Teras Cikapundung BBWS,Taman Hiburan,Bandung
11,229,2,Candi Cangkuang,Cagar Alam,Garut
11,226,2,Wisata Alam Batu Lempar,Cagar Alam,Garut
11,310,3,Curug Situhyang,Cagar Alam,Majalengka
11,430,3,Pantai Pelabuhan Ratu,Cagar Alam,Sukabumi
11,107,3,Curug Bugbrug,Cagar Alam,Bandung
11,37,5,Wisata Batu Kuda,Cagar Alam,Bandung
11,322,5,Hutan Pinus Batu Nyongclo,Cagar Alam,Majalengka
11,109,2,Jendela Alam,Taman Hiburan,Bandung
11,341,4,Curug Cipeuteuy,Cagar Alam,Majalengka
11,206,2,De Wisdom Garut,Taman Hiburan,Garut
11,97,4,Kyotoku Floating Market,Budaya,Bandung
11,41,3,Curug Batu Templek,Cagar Alam,Bandung
11,355,4,Coral Coast Nini,Cagar Alam,Pangandaran
11,82,2,Taman Hutan Raya Ir. H. Juanda,Cagar Alam,Bandung
11,376,4,Ujung Aspal - Pasirmuncang,Taman Hiburan,Purwakarta
11,406,4,Tangkuban Perahu,Cagar Alam,Subang
11,186,4,Telaga Biru,Cagar Alam,Cianjur
11,88,3,Pemandian Air Panas Cimanggu,Cagar Alam,Bandung
11,378,2,Curug Tilu,Cagar Alam,Purwakarta
11,151,5,Cibodas Botanical Garden,Taman Hiburan,Bogor
11,149,2,Pancar Mountain Natural Park,Cagar Alam,Bogor
11,6,5,Kebun Binatang Bandung,Cagar Alam,Bandung
11,150,2,Dairyland Riverside Puncak,Taman Hiburan,Bogor
11,11,3,Masjid Raya Bandung,Tempat Ibadah,Bandung
11,127,3,Eco Village CALDERA,Budaya,Bekasi
11,6,2,Kebun Binatang Bandung,Cagar Alam,Bandung
11,5,5,Farm House Susu Lembang,Taman Hiburan,Bandung
11,236,2,Wisata Blendung Indah,Cagar Alam,Indramayu
12,429,3,Curug Cikanteh,Cagar Alam,Sukabumi
12,194,3,Batu Lawang Cirebon,Cagar Alam,Cirebon
12,27,2,Curug Dago,Cagar Alam,Bandung
12,236,3,Wisata Blendung Indah,Cagar Alam,Indramayu
12,49,5,Taman Budaya Jawa Barat,Budaya,Bandung
12,369,5,Batu Karas Surf Spot,Cagar Alam,Pangandaran
12,94,5,Taman Miniatur Kereta Api,Taman Hiburan,Bandung
12,226,4,Wisata Alam Batu Lempar,Cagar Alam,Garut
12,274,4,Woodland,Taman Hiburan,Kuningan
12,72,5,Masjid Pusdai,Tempat Ibadah,Bandung
12,183,5,Puncak Pinus Tourist Area Cikalong-Jonggol,Cagar Alam,Cianjur
12,265,4,Objek Wisata Cibulan,Cagar Alam,Kuningan
12,301,5,Kebun Raya Kuningan,Cagar Alam,Kuningan
12,46,4,Sudut Pandang Bandung,Taman Hiburan,Bandung
12,65,2,Taman Badak,Taman Hiburan,Bandung
12,203,5,Curug Sanghyang Taraje,Cagar Alam,Garut
12,379,4,Sasak Panyawangan,Cagar Alam,Purwakarta
12,139,4,Curug Parigi,Cagar Alam,Bekasi
12,5,5,Farm House Susu Lembang,Taman Hiburan,Bandung
12,141,2,Taman Kupu-kupu,Taman Hiburan,Bekasi
12,312,5,Patilasan Prabu Siliwangi(Tapakan),Budaya,Majalengka
12,154,5,Kebun Durian Warso Farm,Taman Hiburan,Bogor
12,71,5,Lereng Anteng Panoramic Coffee Place,Cagar Alam,Bandung
12,302,3,Leuweung Monyet Cibeureum,Taman Hiburan,Kuningan
12,75,5,Sunrise Point Cukul,Cagar Alam,Bandung
12,30,5,NuArt Sculpture Park,Taman Hiburan,Bandung
12,52,3,Taman Jomblo,Taman Hiburan,Bandung
12,27,3,Curug Dago,Cagar Alam,Bandung
12,102,5,Bukit Senyum,Cagar Alam,Bandung
12,128,2,Lake Deltamas,Taman Hiburan,Bekasi
12,293,5,Wisata Alam Curug Bangkong,Cagar Alam,Kuningan
12,82,4,Taman Hutan Raya Ir. H. Juanda,Cagar Alam,Bandung
12,402,3,the Ranch Ciater Subang,Cagar Alam,Subang
12,98,2,Rainbow Garden,Cagar Alam,Bandung
13,398,2,Gunung Tangkuban Parahu,Cagar Alam,Subang
13,65,2,Taman Badak,Taman Hiburan,Bandung
13,371,5,Citumang Body Rafting 2,Cagar Alam,Pangandaran
13,422,4,Situgunung camping ground,Taman Hiburan,Sukabumi
13,214,5,Taman Satwa Cikembulan,Taman Hiburan,Garut
13,20,2,Amazing Art World,Budaya,Bandung
13,114,5,Situ Cileunca,Cagar Alam,Bandung
13,229,2,Candi Cangkuang,Cagar Alam,Garut
13,56,5,Tektona Waterpark,Taman Hiburan,Bandung
13,265,4,Objek Wisata Cibulan,Cagar Alam,Kuningan
13,129,4,Danau Alamanda Regency,Cagar Alam,Bekasi
13,75,5,Sunrise Point Cukul,Cagar Alam,Bandung
13,296,2,Goa Maria Fatimah Sawer Rahmat,Cagar Alam,Kuningan
13,191,2,Wisata Kera Plangon,Taman Hiburan,Cirebon
13,156,3,Taman Wisata Matahari Waterpark,Taman Hiburan,Bogor
13,177,2,Inkarla Agro Wisata,Budaya,Cianjur
13,437,5,Ryzzy Azzahra Waterpark,Taman Hiburan,Sukabumi
13,406,2,Tangkuban Perahu,Cagar Alam,Subang
13,290,2,Objek Wisata Palutungan,Taman Hiburan,Kuningan
13,163,4,Curug Tujuh Cibolang,Cagar Alam,Ciamis
13,242,3,Taman Cimanuk,Taman Hiburan,Indramayu
13,178,2,Telaga Biru,Cagar Alam,Cianjur
13,142,5,Danau Summarecon Bekasi,Cagar Alam,Bekasi
13,245,4,Curug Cigentis,Cagar Alam,Karawang
14,67,5,Museum Nike Ardilla,Budaya,Bandung
14,325,3,SKY WALK RAHARJA MAJALENGKA,Taman Hiburan,Majalengka
14,422,4,Situgunung camping ground,Taman Hiburan,Sukabumi
14,88,2,Pemandian Air Panas Cimanggu,Cagar Alam,Bandung
14,118,4,Curug Dago,Cagar Alam,Bandung
14,344,2,Situ Sanghyang Shrine,Cagar Alam,Majalengka
14,227,4,Awit Sinar Alam Darajat Garut,Taman Hiburan,Garut
14,259,5,Taman Hud-hud,Taman Hiburan,Karawang
14,376,5,Ujung Aspal - Pasirmuncang,Taman Hiburan,Purwakarta
14,368,3,Pantai Bukit Batu Hiu,Cagar Alam,Pangandaran
14,396,2,Situ Buleud,Cagar Alam,Purwakarta
14,167,3,Wisata Alam Pinus Batu Cakra,Cagar Alam,Ciamis
14,11,2,Masjid Raya Bandung,Tempat Ibadah,Bandung
14,230,5,Coral Coast Paranje,Cagar Alam,Garut
14,54,2,Masjid Daarut Tauhiid Bandung,Tempat Ibadah,Bandung
14,304,3,Puncak Sawiyah,Cagar Alam,Majalengka
14,249,5,Kampung Budaya,Budaya,Karawang
14,96,2,Bandros City Tour,Budaya,Bandung
14,50,2,Curug Bugbrug,Cagar Alam,Bandung
14,8,4,Tebing Karaton,Cagar Alam,Bandung
14,233,3,Agroeduwisata situbolang,Taman Hiburan,Indramayu
14,362,2,Pantai Bulaksetra,Cagar Alam,Pangandaran
14,173,5,Taman Prawatasari,Taman Hiburan,Cianjur
14,435,5,Kawah Ratu Gunung Salak,Cagar Alam,Sukabumi
14,167,4,Wisata Alam Pinus Batu Cakra,Cagar Alam,Ciamis
14,294,2,TELAGA NILAM,Cagar Alam,Kuningan
14,59,3,Taman Sejarah Bandung,Budaya,Bandung
14,274,4,Woodland,Taman Hiburan,Kuningan
14,186,4,Telaga Biru,Cagar Alam,Cianjur
14,91,5,Kebun Tanaman Obat Sari Alam,Cagar Alam,Bandung
14,328,5,Cikuda Lake,Cagar Alam,Majalengka
14,371,4,Citumang Body Rafting 2,Cagar Alam,Pangandaran
14,171,3,Wisata Alam Ciung Wanara,Cagar Alam,Ciamis
15,298,3,Taman Alun Alun Cilimus,Taman Hiburan,Kuningan
15,277,3,Attractions Curug Sidomba,Cagar Alam,Kuningan
15,90,5,Bukit Jamur,Cagar Alam,Bandung
15,342,5,Lawang Saketeng,Cagar Alam,Majalengka
15,435,3,Kawah Ratu Gunung Salak,Cagar Alam,Sukabumi
15,348,2,Pantai Timur Pangandaran,Cagar Alam,Pangandaran
15,23,5,Gunung Manglayang,Cagar Alam,Bandung
15,365,5,Coral Coast Tirta,Cagar Alam,Pangandaran
15,340,3,Camping Ground Curug Leles,Cagar Alam,Majalengka
15,260,5,"Goa Dayeuh, Karawang Selatan",Cagar Alam,Karawang
15,369,4,Batu Karas Surf Spot,Cagar Alam,Pangandaran
15,187,4,Taman Sakura CIBODAS Cianjur,Taman Hiburan,Cianjur
15,74,3,Situ Cileunca,Cagar Alam,Bandung
15,297,4,Taman Pandapa Kuningan,Taman Hiburan,Kuningan
15,21,2,Gua Belanda,Cagar Alam,Bandung
15,95,3,Bukit Gantole Cililin,Cagar Alam,Bandung
15,367,5,Bojongsalawe Beach,Cagar Alam,Pangandaran
15,207,4,Kebun Mawar Situhapa,Taman Hiburan,Garut
15,284,2,Bukit Lambosir,Cagar Alam,Kuningan
15,321,2,SITU JANAWI DESA PAYUNG,Cagar Alam,Majalengka
15,248,2,Hutan Kertas,Cagar Alam,Karawang
15,153,5,Museum of Zoology ,Budaya,Bogor
15,248,4,Hutan Kertas,Cagar Alam,Karawang
15,355,5,Coral Coast Nini,Cagar Alam,Pangandaran
15,27,3,Curug Dago,Cagar Alam,Bandung
15,239,3,Pantai Wisata Tirtamaya,Cagar Alam,Indramayu
